PeakChr	PeakStart	PeakEnd	variant	CredibleSet	EnhancerID	CellType	PosteriorProb
chr10	104590984	104591830	rs17115100	CAD_Harst2017-rs11191416	genic|chr10:104590834-104591980	adrenal_gland_fetal-ENCODE	NA
chr10	104590990	104591822	rs17115100	CAD_Harst2017-rs11191416	genic|chr10:104590840-104591972	adrenal_gland_fetal-Roadmap	NA
chr10	104591129	104591682	rs17115100	CAD_Harst2017-rs11191416	genic|chr10:104590979-104591832	HepG2-Roadmap	NA
chr10	104591254	104591708	rs17115100	CAD_Harst2017-rs11191416	genic|chr10:104591104-104591858	large_intestine_fetal-Roadmap	NA
chr10	104591277	104591477	rs17115100	CAD_Harst2017-rs11191416	genic|chr10:104591127-104591627	THP_pmaLPS_ATAC_72h	NA
chr10	104591380	104591580	rs17115100	CAD_Harst2017-rs11191416	genic|chr10:104591230-104591730	liver-ENCODE	NA
chr10	104594429	104594986	rs1004467	CAD_Harst2017-rs11191416	genic|chr10:104594279-104595136	A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap	NA
chr10	104594429	104594984	rs1004467	CAD_Harst2017-rs11191416	genic|chr10:104594279-104595134	endothelial_cell_of_umbilical_vein-Roadmap	NA
chr10	104594469	104595203	rs1004467	CAD_Harst2017-rs11191416	genic|chr10:104594319-104595353	spinal_cord_fetal-ENCODE	NA
chr10	104613664	104614701	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613514-104614851	Karpas-422-ENCODE	NA
chr10	104613666	104614371	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613516-104614521	T-cell-ENCODE	NA
chr10	104613669	104614416	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613519-104614566	H9-ENCODE	NA
chr10	104613670	104614395	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613520-104614545	TeloHAEC_TNF	NA
chr10	104613671	104614368	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613521-104614518	iPS_DF_19.11-ENCODE	NA
chr10	104613677	104614359	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613527-104614509	stomach_fetal-ENCODE	NA
chr10	104613678	104614378	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613528-104614528	induced_pluripotent_stem_cell-ENCODE	NA
chr10	104613679	104614401	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613529-104614551	Eahy926_Ctrl	NA
chr10	104613682	104614617	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613532-104614767	TeloHAEC_Ctrl	NA
chr10	104613691	104614406	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613541-104614556	Eahy926_TNF	NA
chr10	104613692	104614388	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613542-104614538	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap	NA
chr10	104613696	104614367	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613546-104614517	H1-hESC-Roadmap	NA
chr10	104613698	104614476	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613548-104614626	body_of_pancreas-ENCODE	NA
chr10	104613716	104614436	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613566-104614586	uterus-ENCODE	NA
chr10	104613716	104614391	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613566-104614541	H9-Roadmap	NA
chr10	104613719	104614362	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613569-104614512	placenta-Roadmap	NA
chr10	104613738	104614367	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613588-104614517	stomach_fetal-Roadmap	NA
chr10	104613743	104614368	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613593-104614518	muscle_of_trunk_fetal-Roadmap	NA
chr10	104613746	104614463	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613596-104614613	hepatocyte-ENCODE	NA
chr10	104613753	104614369	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613603-104614519	CD3-positive_T_cell-Roadmap	NA
chr10	104613755	104614359	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613605-104614509	ovary-Roadmap	NA
chr10	104613756	104614365	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613606-104614515	B_cell-ENCODE	NA
chr10	104613759	104614371	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613609-104614521	CD56-positive_natural_killer_cells-Roadmap	NA
chr10	104613768	104614373	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613618-104614523	H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap	NA
chr10	104613832	104614466	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613682-104614616	keratinocyte-ENCODE	NA
chr10	104613834	104614385	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613684-104614535	heart_ventricle-ENCODE	NA
chr10	104613840	104614431	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613690-104614581	A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap	NA
chr10	104613841	104614377	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613691-104614527	iPS_DF_19.11_Cell_Line-Roadmap	NA
chr10	104613844	104614368	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613694-104614518	thymus_fetal-ENCODE	NA
chr10	104613846	104614372	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613696-104614522	large_intestine_fetal-Roadmap	NA
chr10	104613849	104614443	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613699-104614593	GM12878-ENCODE	NA
chr10	104613850	104614466	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613700-104614616	endothelial_cell_of_umbilical_vein-Roadmap	NA
chr10	104613850	104614452	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613700-104614602	HepG2-Roadmap	NA
chr10	104613852	104614433	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613702-104614583	HAP1	NA
chr10	104613852	104614437	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613702-104614587	K562-Roadmap	NA
chr10	104613855	104614369	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613705-104614519	fibroblast_of_lung_fetal-ENCODE	NA
chr10	104613858	104614452	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613708-104614602	GM12878-Roadmap	NA
chr10	104613863	104614372	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613713-104614522	cardiac_muscle_cell-ENCODE	NA
chr10	104613866	104614388	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614538	MCF10A_treated_with_TAM24hr-Ji2017	NA
chr10	104613866	104614363	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614513	BJAB_anti-IgM_anti-CD40_4hr-Engreitz	NA
chr10	104613866	104614366	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614516	CD8-positive_alpha-beta_T_cell-Corces2016	NA
chr10	104613866	104614384	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614534	fibroblast_of_lung-Roadmap	NA
chr10	104613866	104614369	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614519	fibroblast_of_dermis-ENCODE	NA
chr10	104613866	104614391	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614541	stomach-Roadmap	NA
chr10	104613866	104614369	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614519	MCF-7-ENCODE	NA
chr10	104613866	104614386	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614536	MCF10A-Ji2017	NA
chr10	104613866	104614383	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614533	fibroblast_of_dermis-Roadmap	NA
chr10	104613866	104614372	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614522	thymus_fetal-Roadmap	NA
chr10	104613866	104614367	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614517	IMR90-ENCODE	NA
chr10	104613866	104614372	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614522	myotube_originated_from_skeletal_muscle_myoblast-Roadmap	NA
chr10	104613866	104614380	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614530	CD4-positive_helper_T_cell-Corces2016	NA
chr10	104613866	104614368	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614518	myotube-ENCODE	NA
chr10	104613866	104614362	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614512	BJAB-Engreitz	NA
chr10	104613866	104614368	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614518	adrenal_gland_fetal-Roadmap	NA
chr10	104613866	104614369	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614519	IMR90-Roadmap	NA
chr10	104613866	104614380	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614530	large_intestine_fetal-ENCODE	NA
chr10	104613866	104614381	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614531	Eahy926_IL1b	NA
chr10	104613866	104614423	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614573	MM.1S-ENCODE	NA
chr10	104613866	104614380	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614530	astrocyte-ENCODE	NA
chr10	104613866	104614368	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614518	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	NA
chr10	104613866	104614408	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614558	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	NA
chr10	104613866	104614433	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614583	LNCAP	NA
chr10	104613866	104614380	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614530	astrocyte-Roadmap	NA
chr10	104613866	104614369	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614519	muscle_of_leg_fetal-ENCODE	NA
chr10	104613866	104614512	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614662	mammary_epithelial_cell-ENCODE	NA
chr10	104613866	104614396	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614546	TeloHAEC_VEGF	NA
chr10	104613866	104614394	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614544	Eahy926_VEGF	NA
chr10	104613866	104614367	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614517	muscle_of_leg_fetal-Roadmap	NA
chr10	104613866	104614378	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614528	fibroblast_of_arm-ENCODE	NA
chr10	104613866	104614402	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614552	megakaryocyte-erythroid_progenitor-Corces2016	NA
chr10	104613866	104614465	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614615	keratinocyte-Roadmap	NA
chr10	104613866	104614441	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614591	bipolar_neuron_from_iPSC-ENCODE	NA
chr10	104613866	104614376	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614526	muscle_of_trunk_fetal-ENCODE	NA
chr10	104613866	104614358	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614508	eahy926	NA
chr10	104613866	104614608	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614758	TeloHAEC_IL1b	NA
chr10	104613866	104614372	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614522	adrenal_gland_fetal-ENCODE	NA
chr10	104613866	104614387	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614537	mammary_epithelial_cell-Roadmap	NA
chr10	104613866	104614352	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614502	LoVo	NA
chr10	104613866	104614371	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614521	epithelial_cell_of_prostate-ENCODE	NA
chr10	104613866	104614372	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614522	erythroblast-Corces2016	NA
chr10	104613866	104614385	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614535	pancreas-Roadmap	NA
chr10	104613866	104614429	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614579	OCI-LY7-ENCODE	NA
chr10	104613866	104614453	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614603	H7	NA
chr10	104613866	104614357	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614507	sigmoid_colon-ENCODE	NA
chr10	104613866	104614378	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614528	skeletal_muscle_myoblast-Roadmap	NA
chr10	104613866	104614382	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614532	CD14-positive_monocyte-Roadmap	NA
chr10	104613866	104614424	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614574	osteoblast-ENCODE	NA
chr10	104613866	104614385	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614535	CD34-positive_mobilized-Roadmap	NA
chr10	104613866	104614373	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614523	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap	NA
chr10	104613866	104614378	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614528	HeLa-S3-ENCODE	NA
chr10	104613866	104614386	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614536	small_intestine_fetal-ENCODE	NA
chr10	104613866	104614366	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614516	HCT116-ENCODE	NA
chr10	104613866	104614361	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614511	spinal_cord_fetal-ENCODE	NA
chr10	104613866	104614366	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614516	HCT116-AID_ENCODE_DHS_Auxin6hr	NA
chr10	104613866	104614377	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614527	small_intestine_fetal-Roadmap	NA
chr10	104613866	104614366	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614516	HCT116-AID_ENCODE_DHS_untreated	NA
chr10	104613866	104614561	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614711	gastrocnemius_medialis-ENCODE	NA
chr10	104613866	104614388	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614538	CD14-positive_monocyte-ENCODE	NA
chr10	104613866	104614413	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614563	HT29	NA
chr10	104613866	104614382	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614532	H1_Derived_Mesenchymal_Stem_Cells-Roadmap	NA
chr10	104613866	104614387	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614537	PC-9-ENCODE	NA
chr10	104613866	104614377	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614527	foreskin_fibroblast-Roadmap	NA
chr10	104613866	104614442	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614592	A673-ENCODE	NA
chr10	104613866	104614372	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614522	placenta-ENCODE	NA
chr10	104613866	104614382	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614532	CD14-positive_monocytes-Roadmap	NA
chr10	104613866	104614372	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614522	psoas_muscle-Roadmap	NA
chr10	104613866	104614366	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614516	natural_killer_cell-Corces2016	NA
chr10	104613866	104614357	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614507	pancreatic-acinar-cell-AMP	NA
chr10	104613866	104614404	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614554	CD19-positive_B_cell-Roadmap	NA
chr10	104613866	104614391	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614541	HeLa-S3-Roadmap	NA
chr10	104613866	104614551	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614701	trophoblast_cell-ENCODE	NA
chr10	104613866	104614443	rs3824754	CAD_Harst2017-rs11191416	promoter|chr10:104613716-104614593	H1-hESC-ENCODE	NA
chr10	104616420	104616708	rs4409766	CAD_Harst2017-rs11191416	genic|chr10:104616270-104616858	HAP1	NA
chr10	104616498	104616809	rs4409766	CAD_Harst2017-rs11191416	genic|chr10:104616348-104616959	H1-hESC-ENCODE	NA
chr10	104616627	104616827	rs4409766	CAD_Harst2017-rs11191416	genic|chr10:104616477-104616977	adrenal_gland_fetal-ENCODE	NA
chr10	104616635	104616835	rs4409766	CAD_Harst2017-rs11191416	genic|chr10:104616485-104616985	adrenal_gland_fetal-Roadmap	NA
chr10	104626572	104627381	rs11191426	CAD_Harst2017-rs11191416	genic|chr10:104626422-104627531	trophoblast_cell-ENCODE	NA
chr10	104628809	104630412	rs17878846	CAD_Harst2017-rs11191416	promoter|chr10:104628659-104630562	H9-Roadmap	NA
chr10	104630262	104630462	rs17878846	CAD_Harst2017-rs11191416	genic|chr10:104630112-104630612	Jurkat-Engreitz	NA
chr10	104630264	104630464	rs17878846	CAD_Harst2017-rs11191416	genic|chr10:104630114-104630614	CD8-positive_alpha-beta_T_cell-ENCODE	NA
chr10	104630279	104630479	rs17878846	CAD_Harst2017-rs11191416	genic|chr10:104630129-104630629	teloHAEC	NA
chr10	104630283	104630483	rs17878846	CAD_Harst2017-rs11191416	genic|chr10:104630133-104630633	CD14-positive_monocyte_treated_with_RPMI_d6-Novakovic2016	NA
chr10	104630311	104630511	rs17878846	CAD_Harst2017-rs11191416	genic|chr10:104630161-104630661	hepatocyte-ENCODE	NA
chr10	104630333	104630533	rs17878846	CAD_Harst2017-rs11191416	genic|chr10:104630183-104630683	adrenal_gland-ENCODE	NA
chr10	104630336	104630536	rs17878846	CAD_Harst2017-rs11191416	genic|chr10:104630186-104630686	adrenal_gland_fetal-Roadmap	NA
chr10	104630336	104630536	rs17878846	CAD_Harst2017-rs11191416	genic|chr10:104630186-104630686	adrenal_gland_fetal-ENCODE	NA
chr10	104630402	104630602	rs17878846	CAD_Harst2017-rs11191416	genic|chr10:104630252-104630752	CD19-positive_B_cell-Roadmap	NA
chr10	104636197	104636974	rs77335224	CAD_Harst2017-rs11191416	genic|chr10:104636047-104637124	adrenal_gland_fetal-ENCODE	NA
chr10	104638426	104638720	rs3740390	CAD_Harst2017-rs11191416	genic|chr10:104638276-104638870	uterus-ENCODE	NA
chr10	104638426	104638720	rs3740390	CAD_Harst2017-rs11191416	genic|chr10:104638276-104638870	uterus-ENCODE	NA
chr10	104657240	104657440	rs113282265	CAD_Harst2017-rs11191416	genic|chr10:104657090-104657590	adrenal_gland-ENCODE	NA
chr10	104659817	104660130	rs11191454	CAD_Harst2017-rs11191416	genic|chr10:104659667-104660280	CD34-positive_mobilized-Roadmap	NA
chr10	104659817	104660130	rs11191453	CAD_Harst2017-rs11191416	genic|chr10:104659667-104660280	CD34-positive_mobilized-Roadmap	NA
chr10	104659824	104660393	rs11191454	CAD_Harst2017-rs11191416	genic|chr10:104659674-104660543	megakaryocyte-erythroid_progenitor-Corces2016	NA
chr10	104659824	104660393	rs11191453	CAD_Harst2017-rs11191416	genic|chr10:104659674-104660543	megakaryocyte-erythroid_progenitor-Corces2016	NA
chr10	104665148	104665348	rs12221193	CAD_Harst2017-rs11191416	intergenic|chr10:104664998-104665498	adrenal_gland-ENCODE	NA
chr10	104676760	104678488	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676610-104678638	body_of_pancreas-ENCODE	NA
chr10	104676793	104678710	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676643-104678860	MDA-MB-231	NA
chr10	104676838	104678311	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676688-104678461	pancreatic-acinar-cell-AMP	NA
chr10	104676840	104678206	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676690-104678356	Panc1-ENCODE	NA
chr10	104676875	104678335	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676725-104678485	HCT116-AID_ENCODE_DHS_Auxin6hr	NA
chr10	104676875	104678335	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676725-104678485	HCT116-AID_ENCODE_DHS_untreated	NA
chr10	104676875	104678335	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676725-104678485	HCT116-ENCODE	NA
chr10	104676879	104678540	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676729-104678690	MM.1S-ENCODE	NA
chr10	104676889	104678374	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676739-104678524	LoVo	NA
chr10	104676891	104677450	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676741-104677600	pancreas-Roadmap	NA
chr10	104676891	104678363	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676741-104678513	small_intestine_fetal-ENCODE	NA
chr10	104676893	104678561	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676743-104678711	CD8-positive_alpha-beta_T_cell-ENCODE	NA
chr10	104676903	104679147	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676753-104679297	T-cell-ENCODE	NA
chr10	104676908	104678783	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676758-104678933	OCI-LY7-ENCODE	NA
chr10	104676923	104678855	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676773-104679005	CD3-positive_T_cell-Roadmap	NA
chr10	104676927	104678538	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676777-104678688	CD19-positive_B_cell-Roadmap	NA
chr10	104676934	104679356	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676784-104679506	H9-ENCODE	NA
chr10	104676943	104678351	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676793-104678501	A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap	NA
chr10	104676957	104678339	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676807-104678489	CD56-positive_natural_killer_cells-Roadmap	NA
chr10	104677019	104677508	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676869-104677658	SK-N-SH-ENCODE	NA
chr10	104677051	104678178	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676901-104678328	adipose_tissue-ENCODE	NA
chr10	104677051	104678174	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676901-104678324	Eahy926_IL1b	NA
chr10	104677063	104678544	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676913-104678694	stomach_fetal-Roadmap	NA
chr10	104677063	104678611	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676913-104678761	H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap	NA
chr10	104677114	104678250	rs12221064	CAD_Harst2017-rs11191416	promoter|chr10:104676964-104678400	H9-Roadmap	NA
chr10	104680135	104680335	rs2297787	CAD_Harst2017-rs11191416	genic|chr10:104679985-104680485	large_intestine_fetal-Roadmap	NA
