CredibleSet	LeadVariant	TargetGene	variant	chr	position	Coding	codingVariant	CellTypeOftheClosestECPeak	variantInClosestECPeak	RankOfGeneTSSDistanceToECPeakWithVariant	CellTypesWithEPInteractions	MaxABC.Score	MaxABCVariant	MaxABC.Rank	ECCellTypesWithEPInteractions	MaxABC.Score.EC	MacABCECVariant	MaxABC.Rank.ECOnly	lead_SNP_to_TSS_distance	rank_lead_SNP_to_TSS
CAD_Harst2017-rs7947761	rs7947761	CNTN5	rs61892334	chr11	100624376	NA	NA	NA	NA	NA	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap	0.02462	TRUE	3	NA	NA	NA	NA	-1732894	4
CAD_Harst2017-rs7947761	rs7947761	CNTN5	rs73005729	chr11	100624239	NA	NA	NA	NA	NA	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap	0.02462	TRUE	3	NA	NA	NA	NA	-1732894	4
CAD_Harst2017-rs7947761	rs7947761	CNTN5	rs7947761	chr11	100624599	NA	NA	NA	NA	NA	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap	0.02462	TRUE	3	NA	NA	NA	NA	-1732894	4
CAD_Harst2017-rs7947761	rs7947761	PGR	rs2088953	chr11	100623220	NA	NA	NA	NA	NA	H9-ENCODE	0.018445	TRUE	4	NA	NA	NA	NA	375195	3
CAD_Harst2017-rs7947761	rs7947761	PGR	rs2407750	chr11	100623451	NA	NA	NA	NA	NA	H9-ENCODE	0.018445	TRUE	4	NA	NA	NA	NA	375195	3
CAD_Harst2017-rs7947761	rs7947761	PGR	rs607562	chr11	100624538	NA	NA	NA	NA	NA	H9-ENCODE	0.018445	TRUE	4	NA	NA	NA	NA	375195	3
CAD_Harst2017-rs7947761	rs7947761	PGR	rs61892334	chr11	100624376	NA	NA	NA	NA	NA	H9-ENCODE	0.018445	TRUE	4	NA	NA	NA	NA	375195	3
CAD_Harst2017-rs7947761	rs7947761	PGR	rs73005729	chr11	100624239	NA	NA	NA	NA	NA	H9-ENCODE	0.018445	TRUE	4	NA	NA	NA	NA	375195	3
CAD_Harst2017-rs7947761	rs7947761	PGR	rs7947761	chr11	100624599	NA	NA	NA	NA	NA	H9-ENCODE	0.018445	TRUE	4	NA	NA	NA	NA	375195	3
CAD_Harst2017-rs7947761	rs7947761	TMEM133	rs604723	chr11	100610546	NA	NA	NA	NA	NA	cardiac_muscle_cell-ENCODE	0.025426	TRUE	2	NA	NA	NA	NA	238211	2
CAD_Harst2017-rs8068952	rs8068952	C17orf82	rs11651885	chr17	59286263	NA	NA	NA	NA	NA	bipolar_neuron_from_iPSC-ENCODE	0.018608	TRUE	1	NA	NA	NA	NA	202467	2
CAD_Harst2017-rs8068952	rs8068952	C17orf82	rs8068952	chr17	59286644	NA	NA	NA	NA	NA	bipolar_neuron_from_iPSC-ENCODE	0.018608	TRUE	1	NA	NA	NA	NA	202467	2
CAD_Harst2017-rs8068952	rs8068952	TBX2	rs11651885	chr17	59286263	NA	NA	NA	NA	NA	ovary-Roadmap	0.015118	TRUE	2	NA	NA	NA	NA	190612	1
CAD_Harst2017-rs8068952	rs8068952	TBX2	rs8068952	chr17	59286644	NA	NA	NA	NA	NA	ovary-Roadmap	0.015118	TRUE	2	NA	NA	NA	NA	190612	1
CAD_Harst2017-rs840616	rs840616	CALCRL	rs840585	chr2	188184435	NA	NA	NA	NA	NA	TeloHAEC_TNF	0.0463	TRUE	1	TeloHAEC_TNF	0.0463	TRUE	1	116552	1
CAD_Harst2017-rs840616	rs840616	CALCRL	rs840586	chr2	188183918	NA	NA	NA	NA	NA	TeloHAEC_TNF	0.0463	TRUE	1	TeloHAEC_TNF	0.0463	TRUE	1	116552	1
CAD_Harst2017-rs840616	rs840616	CALCRL	rs880890	chr2	188184500	NA	NA	NA	NA	NA	TeloHAEC_TNF	0.0463	TRUE	1	TeloHAEC_TNF	0.0463	TRUE	1	116552	1
CAD_Harst2017-rs840616	rs840616	FAM171B	rs840585	chr2	188184435	NA	NA	NA	NA	NA	TeloHAEC_TNF	0.027353	TRUE	3	TeloHAEC_TNF	0.027353	TRUE	3	-637681	4
CAD_Harst2017-rs840616	rs840616	FAM171B	rs840586	chr2	188183918	NA	NA	NA	NA	NA	TeloHAEC_TNF	0.027353	TRUE	3	TeloHAEC_TNF	0.027353	TRUE	3	-637681	4
CAD_Harst2017-rs840616	rs840616	FAM171B	rs880890	chr2	188184500	NA	NA	NA	NA	NA	TeloHAEC_TNF	0.027353	TRUE	3	TeloHAEC_TNF	0.027353	TRUE	3	-637681	4
CAD_Harst2017-rs840616	rs840616	TFPI	rs698592	chr2	188214239	NA	NA	NA	NA	NA	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017	0.016783	TRUE	4	NA	NA	NA	NA	222763	2
CAD_Harst2017-rs840616	rs840616	ZSWIM2	rs840585	chr2	188184435	NA	NA	NA	NA	NA	TeloHAEC_TNF	0.032017	TRUE	2	TeloHAEC_TNF	0.032017	TRUE	2	-482572	3
CAD_Harst2017-rs840616	rs840616	ZSWIM2	rs840586	chr2	188183918	NA	NA	NA	NA	NA	TeloHAEC_TNF	0.032017	TRUE	2	TeloHAEC_TNF	0.032017	TRUE	2	-482572	3
CAD_Harst2017-rs840616	rs840616	ZSWIM2	rs880890	chr2	188184500	NA	NA	NA	NA	NA	TeloHAEC_TNF	0.032017	TRUE	2	TeloHAEC_TNF	0.032017	TRUE	2	-482572	3
CAD_Harst2017-rs867186	rs867186	ACSS2	rs75535620	chr20	33601498	NA	NA	NA	NA	NA	brite_adipose-Loft2014	0.036642	TRUE	9	NA	NA	NA	NA	-300227	12
CAD_Harst2017-rs867186	rs867186	ACSS2	rs75648520	chr20	33724221	NA	NA	NA	NA	NA	NA	NA	NA	NA	TeloHAEC_IL1b	0.016898	TRUE	7	-300227	12
CAD_Harst2017-rs867186	rs867186	EDEM2	rs80277764	chr20	33739456	NA	NA	NA	NA	NA	muscle_of_trunk_fetal-Roadmap	0.185123	TRUE	2	NA	NA	NA	NA	-29393	2
CAD_Harst2017-rs867186	rs867186	EDEM2	rs8119351	chr20	33754405	NA	NA	NA	NA	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein-Roadmap	0.049048	TRUE	2	-29393	2
CAD_Harst2017-rs867186	rs867186	EIF6	rs75648520	chr20	33724221	NA	NA	NA	NA	NA	NA	NA	NA	NA	TeloHAEC_IL1b	0.016698	TRUE	8	108065	5
CAD_Harst2017-rs867186	rs867186	EIF6	rs80277764	chr20	33739456	NA	NA	NA	NA	NA	muscle_of_trunk_fetal-Roadmap	0.02696	TRUE	11	NA	NA	NA	NA	108065	5
CAD_Harst2017-rs867186	rs867186	ERGIC3	rs75535620	chr20	33601498	NA	NA	NA	NA	NA	brite_adipose-Loft2014	0.01602	TRUE	14	NA	NA	NA	NA	365223	17
CAD_Harst2017-rs867186	rs867186	GDF5	rs75648520	chr20	33724221	NA	NA	NA	NA	NA	NA	NA	NA	NA	TeloHAEC_Ctrl	0.016964	TRUE	6	261416	10
CAD_Harst2017-rs867186	rs867186	GDF5	rs80277764	chr20	33739456	NA	NA	NA	NA	NA	muscle_of_trunk_fetal-Roadmap	0.020224	TRUE	12	NA	NA	NA	NA	261416	10
CAD_Harst2017-rs867186	rs867186	GGT7	rs75535620	chr20	33601498	NA	NA	NA	NA	NA	brite_adipose-Loft2014	0.036645	TRUE	8	NA	NA	NA	NA	-303893	13
CAD_Harst2017-rs867186	rs867186	GGT7	rs75648520	chr20	33724221	NA	NA	NA	NA	NA	NA	NA	NA	NA	TeloHAEC_IL1b	0.016898	TRUE	7	-303893	13
CAD_Harst2017-rs867186	rs867186	GSS	rs35291022	chr20	33537157	NA	NA	NA	NA	NA	white_adipose-Loft2014	0.083282	TRUE	4	NA	NA	NA	NA	-220934	8
CAD_Harst2017-rs867186	rs867186	GSS	rs80109502	chr20	33587596	NA	NA	NA	NA	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	0.015609	TRUE	9	-220934	8
CAD_Harst2017-rs867186	rs867186	HMGB3P1	rs75535620	chr20	33601498	NA	NA	NA	NA	NA	brite_adipose-Loft2014	0.03751	TRUE	6	NA	NA	NA	NA	-342289	14
CAD_Harst2017-rs867186	rs867186	HMGB3P1	rs75648520	chr20	33724221	NA	NA	NA	NA	NA	NA	NA	NA	NA	TeloHAEC_Ctrl	0.02125	TRUE	5	-342289	14
CAD_Harst2017-rs867186	rs867186	MMP24	rs17092456	chr20	33796192	NA	NA	NA	NA	NA	adrenal_gland-ENCODE	0.036914	TRUE	7	NA	NA	NA	NA	49984	3
CAD_Harst2017-rs867186	rs867186	MMP24	rs75648520	chr20	33724221	NA	NA	NA	NA	NA	NA	NA	NA	NA	TeloHAEC_IL1b	0.031196	TRUE	4	49984	3
CAD_Harst2017-rs867186	rs867186	MYH7B	rs35291022	chr20	33537157	NA	NA	NA	NA	NA	white_adipose-Loft2014	0.083283	TRUE	3	NA	NA	NA	NA	-220917	7
CAD_Harst2017-rs867186	rs867186	MYH7B	rs55734215	chr20	33585437	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-220917	7
CAD_Harst2017-rs867186	rs867186	MYH7B	rs80109502	chr20	33587596	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	0.015609	TRUE	9	-220917	7
CAD_Harst2017-rs867186	rs867186	NCOA6	rs75535620	chr20	33601498	NA	NA	NA	NA	NA	brite_adipose-Loft2014	0.029008	TRUE	10	NA	NA	NA	NA	-351102	15
CAD_Harst2017-rs867186	rs867186	PROCR	rs2069940	chr20	33759272	NA	NA	NA	NA	NA	muscle_of_leg_fetal-Roadmap	0.235439	TRUE	1	NA	NA	NA	NA	-4815	1
CAD_Harst2017-rs867186	rs867186	PROCR	rs8119351	chr20	33754405	NA	NA	NA	NA	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein-Roadmap	0.134424	TRUE	1	-4815	1
CAD_Harst2017-rs867186	rs867186	PROCR	rs867186	chr20	33764554	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4815	1
CAD_Harst2017-rs867186	rs867186	SPAG4	rs75535620	chr20	33601498	NA	NA	NA	NA	NA	brite_adipose-Loft2014	0.015463	TRUE	16	NA	NA	NA	NA	439251	19
CAD_Harst2017-rs867186	rs867186	TP53INP2	rs75535620	chr20	33601498	NA	NA	NA	NA	NA	brite_adipose-Loft2014	0.015598	TRUE	15	NA	NA	NA	NA	-472443	20
CAD_Harst2017-rs867186	rs867186	TRPC4AP	rs75648520	chr20	33724221	NA	NA	NA	NA	NA	NA	NA	NA	NA	TeloHAEC_IL1b	0.036412	TRUE	3	-83936	4
CAD_Harst2017-rs867186	rs867186	TRPC4AP	rs8121957	chr20	33676109	NA	NA	NA	NA	NA	A673-ENCODE	0.075583	TRUE	5	NA	NA	NA	NA	-83936	4
CAD_Harst2017-rs867186	rs867186	UQCC1	rs80277764	chr20	33739456	NA	NA	NA	NA	NA	muscle_of_trunk_fetal-Roadmap	0.016503	TRUE	13	NA	NA	NA	NA	235391	9
CAD_Harst2017-rs885150	rs885150	DAB2IP	rs10818578	chr9	124414751	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.04578	TRUE	1	NA	NA	NA	NA	-90793	1
CAD_Harst2017-rs885150	rs885150	DAB2IP	rs10818579	chr9	124414905	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.04578	TRUE	1	NA	NA	NA	NA	-90793	1
CAD_Harst2017-rs885150	rs885150	DAB2IP	rs10818580	chr9	124415022	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.04578	TRUE	1	NA	NA	NA	NA	-90793	1
CAD_Harst2017-rs885150	rs885150	GGTA1P	rs10818578	chr9	124414751	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.036518	TRUE	2	NA	NA	NA	NA	-157867	2
CAD_Harst2017-rs885150	rs885150	GGTA1P	rs10818579	chr9	124414905	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.036518	TRUE	2	NA	NA	NA	NA	-157867	2
CAD_Harst2017-rs885150	rs885150	GGTA1P	rs10818580	chr9	124415022	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.036518	TRUE	2	NA	NA	NA	NA	-157867	2
CAD_Harst2017-rs885150	rs885150	GSN	rs10818578	chr9	124414751	NA	NA	NA	NA	NA	H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap	0.016962	TRUE	6	NA	NA	NA	NA	-389794	4
CAD_Harst2017-rs885150	rs885150	NDUFA8	rs10818578	chr9	124414751	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.025417	TRUE	4	NA	NA	NA	NA	501925	7
CAD_Harst2017-rs885150	rs885150	NDUFA8	rs10818579	chr9	124414905	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.025417	TRUE	4	NA	NA	NA	NA	501925	7
CAD_Harst2017-rs885150	rs885150	NDUFA8	rs10818580	chr9	124415022	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.025417	TRUE	4	NA	NA	NA	NA	501925	7
CAD_Harst2017-rs885150	rs885150	RAB14	rs10818578	chr9	124414751	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.01749	TRUE	5	NA	NA	NA	NA	-455808	6
CAD_Harst2017-rs885150	rs885150	RAB14	rs10818579	chr9	124414905	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.01749	TRUE	5	NA	NA	NA	NA	-455808	6
CAD_Harst2017-rs885150	rs885150	RAB14	rs10818580	chr9	124415022	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.01749	TRUE	5	NA	NA	NA	NA	-455808	6
CAD_Harst2017-rs885150	rs885150	STOM	rs10818578	chr9	124414751	NA	NA	NA	NA	NA	H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap	0.015425	TRUE	7	NA	NA	NA	NA	-287591	3
CAD_Harst2017-rs885150	rs885150	TTLL11	rs10818578	chr9	124414751	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.02554	TRUE	3	NA	NA	NA	NA	435712	5
CAD_Harst2017-rs885150	rs885150	TTLL11	rs10818579	chr9	124414905	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.02554	TRUE	3	NA	NA	NA	NA	435712	5
CAD_Harst2017-rs885150	rs885150	TTLL11	rs10818580	chr9	124415022	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.02554	TRUE	3	NA	NA	NA	NA	435712	5
CAD_Harst2017-rs944172	rs944172	KLF4	rs6477599	chr9	110517299	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eahy926_VEGF	0.019569	TRUE	1	-265793	1
CAD_Harst2017-rs944172	rs944172	KLF4	rs944172	chr9	110517794	NA	NA	NA	NA	NA	HCT116-ENCODE	0.030142	TRUE	1	Eahy926_VEGF	0.019569	TRUE	1	-265793	1
CAD_Harst2017-rs9501744	rs9501744	FOXC1	rs2569881	chr6	1620037	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	0.142541	TRUE	1	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	0.142541	TRUE	1	-6463	1
CAD_Harst2017-rs9501744	rs9501744	FOXCUT	rs2569881	chr6	1620037	NA	NA	NA	NA	NA	osteoblast-ENCODE	0.092873	TRUE	2	NA	NA	NA	NA	-11378	2
CAD_Harst2017-rs9501744	rs9501744	FOXF2	rs2569881	chr6	1620037	NA	NA	NA	NA	NA	osteoblast-ENCODE	0.017932	TRUE	5	NA	NA	NA	NA	-227075	3
CAD_Harst2017-rs9501744	rs9501744	FOXQ1	rs2569881	chr6	1620037	NA	NA	NA	NA	NA	osteoblast-ENCODE	0.025545	TRUE	4	NA	NA	NA	NA	-304469	4
CAD_Harst2017-rs9501744	rs9501744	GMDS	rs2569881	chr6	1620037	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	0.036162	TRUE	3	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	0.036162	TRUE	2	628725	5
CAD_Harst2017-rs9591012	rs9591012	BRCA2	rs9591145	chr13	33161459	NA	NA	NA	NA	NA	transverse_colon-ENCODE	0.020562	TRUE	4	NA	NA	NA	NA	-168717	6
CAD_Harst2017-rs9591012	rs9591012	FRY	rs9591145	chr13	33161459	NA	NA	NA	NA	NA	adipose_tissue-ENCODE	0.016762	TRUE	7	NA	NA	NA	NA	-452897	8
CAD_Harst2017-rs9591012	rs9591012	MINOS1P1	rs9591145	chr13	33161459	NA	NA	NA	NA	NA	Jurkat-Engreitz	0.020217	TRUE	5	NA	NA	NA	NA	14296	1
CAD_Harst2017-rs9591012	rs9591012	N4BP2L1	rs9591145	chr13	33161459	NA	NA	NA	NA	NA	transverse_colon-ENCODE	0.022015	TRUE	3	NA	NA	NA	NA	-56018	4
CAD_Harst2017-rs9591012	rs9591012	N4BP2L2	rs7994229	chr13	33160705	NA	NA	NA	NA	NA	SK-N-SH-ENCODE	0.116932	TRUE	2	NA	NA	NA	NA	54599	3
CAD_Harst2017-rs9591012	rs9591012	N4BP2L2	rs9591145	chr13	33161459	NA	NA	NA	NA	NA	NA	NA	NA	NA	eahy926	0.016747	TRUE	2	54599	3
CAD_Harst2017-rs9591012	rs9591012	PDS5B	rs7994229	chr13	33160705	NA	NA	NA	NA	NA	SK-N-SH-ENCODE	0.505237	TRUE	1	NA	NA	NA	NA	102230	5
CAD_Harst2017-rs9591012	rs9591012	PDS5B	rs9591145	chr13	33161459	NA	NA	NA	NA	NA	NA	NA	NA	NA	teloHAEC	0.119085	TRUE	1	102230	5
CAD_Harst2017-rs9591012	rs9591012	ZAR1L	rs9591145	chr13	33161459	NA	NA	NA	NA	NA	adipose_tissue-ENCODE	0.016899	TRUE	6	NA	NA	NA	NA	-172242	7
CAD_Harst2017-rs964184	rs964184	APOA5	rs651821	chr11	116662579	NA	NA	NA	NA	NA	HepG2-Roadmap	0.1469	TRUE	1	NA	NA	NA	NA	14219	3
CAD_Harst2017-rs964184	rs964184	ZPR1	rs651821	chr11	116662579	NA	NA	NA	NA	NA	HepG2-Roadmap	0.145294	TRUE	2	NA	NA	NA	NA	9837	2
CAD_Harst2017-rs975722	rs975722	CFTR	rs6978581	chr7	117356893	NA	NA	NA	NA	NA	spinal_cord_fetal-ENCODE	0.020334	TRUE	1	NA	NA	NA	NA	-212898	2
CAD_Harst2017-rs975722	rs975722	CTTNBP2	rs6978581	chr7	117356893	NA	NA	NA	NA	NA	HT29	0.018626	TRUE	2	NA	NA	NA	NA	180647	1
CAD_Harst2017-rs9897596	rs9897596	ALKBH5	rs4925102	chr17	17596751	NA	NA	NA	NA	NA	MCF-7-ENCODE	0.017228	TRUE	17	NA	NA	NA	NA	493413	18
CAD_Harst2017-rs9897596	rs9897596	ALKBH5	rs4925105	chr17	17629285	NA	NA	NA	NA	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.016873	TRUE	17	493413	18
CAD_Harst2017-rs9897596	rs9897596	ALKBH5	rs9906532	chr17	17628241	NA	NA	NA	NA	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.016873	TRUE	17	493413	18
CAD_Harst2017-rs9897596	rs9897596	ATPAF2	rs4925105	chr17	17629285	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.041818	TRUE	10	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.041818	TRUE	10	349027	10
CAD_Harst2017-rs9897596	rs9897596	ATPAF2	rs9906532	chr17	17628241	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.041818	TRUE	10	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.041818	TRUE	10	349027	10
CAD_Harst2017-rs9897596	rs9897596	COPS3	rs4925105	chr17	17629285	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.03558	TRUE	14	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.03558	TRUE	14	-408836	14
CAD_Harst2017-rs9897596	rs9897596	COPS3	rs9906532	chr17	17628241	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.03558	TRUE	14	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.03558	TRUE	14	-408836	14
CAD_Harst2017-rs9897596	rs9897596	DRC3	rs4925105	chr17	17629285	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.042906	TRUE	9	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.042906	TRUE	9	282673	9
CAD_Harst2017-rs9897596	rs9897596	DRC3	rs9906532	chr17	17628241	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.042906	TRUE	9	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.042906	TRUE	9	282673	9
CAD_Harst2017-rs9897596	rs9897596	DRG2	rs4925105	chr17	17629285	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.034222	TRUE	15	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.034222	TRUE	15	397727	13
CAD_Harst2017-rs9897596	rs9897596	DRG2	rs9906532	chr17	17628241	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.034222	TRUE	15	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.034222	TRUE	15	397727	13
CAD_Harst2017-rs9897596	rs9897596	FLCN	rs4925105	chr17	17629285	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.048563	TRUE	4	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.048563	TRUE	3	-452951	16
CAD_Harst2017-rs9897596	rs9897596	FLCN	rs9906532	chr17	17628241	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.048563	TRUE	4	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.048563	TRUE	3	-452951	16
CAD_Harst2017-rs9897596	rs9897596	GID4	rs4925105	chr17	17629285	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.041818	TRUE	10	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.041818	TRUE	10	349157	11
CAD_Harst2017-rs9897596	rs9897596	GID4	rs9906532	chr17	17628241	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.041818	TRUE	10	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.041818	TRUE	10	349157	11
CAD_Harst2017-rs9897596	rs9897596	MED9	rs4925105	chr17	17629285	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.038719	TRUE	13	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.038719	TRUE	13	-213154	7
CAD_Harst2017-rs9897596	rs9897596	MED9	rs9906532	chr17	17628241	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.038719	TRUE	13	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.038719	TRUE	13	-213154	7
CAD_Harst2017-rs9897596	rs9897596	MYO15A	rs4925102	chr17	17596751	NA	NA	NA	NA	NA	TeloHAEC_IL1b	0.019852	TRUE	16	TeloHAEC_IL1b	0.019852	TRUE	16	418566	15
CAD_Harst2017-rs9897596	rs9897596	NT5M	rs4925105	chr17	17629285	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.041433	TRUE	11	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.041433	TRUE	11	-386774	12
CAD_Harst2017-rs9897596	rs9897596	NT5M	rs9906532	chr17	17628241	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.041433	TRUE	11	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.041433	TRUE	11	-386774	12
CAD_Harst2017-rs9897596	rs9897596	PEMT	rs4925105	chr17	17629285	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.046987	TRUE	5	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.046987	TRUE	4	-98436	4
CAD_Harst2017-rs9897596	rs9897596	PEMT	rs9906532	chr17	17628241	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.046987	TRUE	5	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.046987	TRUE	4	-98436	4
CAD_Harst2017-rs9897596	rs9897596	PLD6	rs4925105	chr17	17629285	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.039334	TRUE	12	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.039334	TRUE	12	-483807	17
CAD_Harst2017-rs9897596	rs9897596	PLD6	rs9906532	chr17	17628241	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.039334	TRUE	12	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.039334	TRUE	12	-483807	17
CAD_Harst2017-rs9897596	rs9897596	RAI1	rs4925102	chr17	17596751	NA	NA	NA	NA	NA	spinal_cord_fetal-ENCODE	0.116192	TRUE	1	NA	NA	NA	NA	-8667	1
CAD_Harst2017-rs9897596	rs9897596	RAI1	rs4925105	chr17	17629285	NA	NA	NA	NA	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.104986	TRUE	2	-8667	1
CAD_Harst2017-rs9897596	rs9897596	RAI1	rs9906532	chr17	17628241	NA	NA	NA	NA	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.104986	TRUE	2	-8667	1
CAD_Harst2017-rs9897596	rs9897596	RASD1	rs4925105	chr17	17629285	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.043882	TRUE	6	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.043882	TRUE	6	-193744	6
CAD_Harst2017-rs9897596	rs9897596	RASD1	rs9906532	chr17	17628241	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.043882	TRUE	6	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.043882	TRUE	6	-193744	6
CAD_Harst2017-rs9897596	rs9897596	SMCR2	rs4925102	chr17	17596751	NA	NA	NA	NA	NA	H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap	0.107087	TRUE	2	NA	NA	NA	NA	-12451	2
